Date,Close,High,Low,Open,Volume,Return,Log_Return,Vol_30d,Vol_90d
2020-08-11,308.1089782714844,312.49732864539857,307.3776100870203,311.8585186843875,69601100,,,,
2020-08-12,312.4046630859375,313.1823384386921,310.52527392009245,310.55304703078303,53774400,0.013942095548634237,0.013845798556816842,,
2020-08-13,311.8399353027344,313.1545952590524,310.9141271866692,311.63625638706316,41816100,-0.0018076803899940153,-0.0018093162158543392,,
2020-08-14,311.8492126464844,312.386197193319,310.7197255777267,311.45112192434925,47260400,2.9750338874867666e-05,2.9749896342313055e-05,,
2020-08-17,312.8398742675781,313.2379650407708,311.85851976679214,312.86764738539557,35481000,0.003176732795592274,0.0031716976407079123,,
2020-08-18,313.5157165527344,313.9415804329869,311.63629869866435,313.23795712814984,38733900,0.0021603457255521263,0.0021580155341343996,,
2020-08-19,312.2102966308594,314.41369632346203,311.64553896028053,313.8952460130352,68054200,-0.0041638101471555,-0.0041725029431190445,,
2020-08-20,313.182373046875,313.66378310318254,310.34940242970504,310.47900087610935,42207800,0.003113530932533415,0.003108693932598077,,
2020-08-21,314.2933349609375,314.51551985748154,312.5065039064949,312.84907662656065,55106600,0.003547332192595176,0.0035410552496408943,,
2020-08-24,317.4781494140625,317.55220163599915,314.26559394084416,316.7374859275807,48588700,0.010133254825530624,0.010082257621271708,,
2020-08-25,318.5890808105469,318.6724001496487,316.87633016433045,318.0428574185985,38463400,0.0034992373444746594,0.003493129258426036,,
2020-08-26,321.78314208984375,322.05160610805416,318.6354000636554,319.1816234759962,50790200,0.010025645797937077,0.009975722409945398,,
2020-08-27,322.4867248535156,323.9402503595039,320.8202815655205,322.6533917850521,58034100,0.0021865121929707243,0.0021841252539333547,,
2020-08-28,324.56982421875,324.69945092755256,322.3201170881674,323.5144175693778,48588900,0.006459488731452634,0.006438715641821046,,
2020-08-31,323.39404296875,325.2363921481631,323.1625909309977,324.3568913567579,66099200,-0.0036225833773368965,-0.0036291608221993743,,
2020-09-01,326.4399108886719,326.54173620841556,323.3291812746038,324.2272161769494,54908700,0.009418441638444852,0.009374364658504294,,
2020-09-02,331.1615905761719,332.1336778441025,327.20837164549533,328.3563929777579,69540000,0.014464161795186392,0.014360553681624609,,
2020-09-03,319.7648620605469,329.93948368334827,317.17258251896726,329.46731252773276,148011100,-0.034414403239809266,-0.035020525672751004,,
2020-09-04,317.1541442871094,322.02387655121674,310.0254093415249,320.4500194519524,139156300,-0.008164492360461906,-0.008198004358495931,,
2020-09-08,308.4884948730469,317.21888632629816,308.1829906456316,311.72882307371316,114465300,-0.027323147340675313,-0.027703366388636408,,
2020-09-09,314.580322265625,317.05221391399175,311.63623122167985,312.5064930407791,91462300,0.01974734064259054,0.019554891359804306,,
2020-09-10,309.1180725097656,317.1170396063359,308.15522419835855,316.4597237823714,90569500,-0.017363609130157776,-0.01751612464959838,,
2020-09-11,309.27545166015625,311.9695566218667,306.4424811341146,310.9048829574324,84680200,0.0005091230969216376,0.0005089935377302474,,
2020-09-14,313.3489685058594,315.1265323015431,309.4235516177228,312.45093361361097,65605700,0.013171161253946684,0.013085175706298807,,
2020-09-15,314.9322204589844,316.6449432037185,313.35833505452774,315.81172138806437,52920900,0.005052679639171664,0.005039957688701822,,
2020-09-16,313.6823425292969,317.60776027402704,313.4045831159811,316.1727688588802,82096000,-0.003968720405507997,-0.003976616675318853,,
2020-09-17,310.9234313964844,312.64544938955055,308.28487230028173,308.81258977020724,91523300,-0.008795238873080091,-0.00883414528192878,,
2020-09-18,307.34381103515625,311.84265557573474,304.8527202209257,311.7311184298016,105877900,-0.0115128677991575,-0.011579653956606085,,
2020-09-21,303.9232482910156,304.07197396170466,299.0526031336653,302.7427755109806,99450800,-0.011129434273037475,-0.01119182980994027,,
2020-09-22,307.01849365234375,307.5762077815948,302.89144880901273,305.41045242560136,63612100,0.01018429942011001,0.010132788880066128,,
2020-09-23,299.8985290527344,307.8551697667342,299.39658335181304,307.57629843665467,93112200,-0.023190670095827426,-0.023463804732309232,0.20175064851646982,
2020-09-24,300.6978454589844,303.7652309903187,297.2586315522572,298.5785542052481,76681300,0.0026652895190073522,0.0026617439335079075,0.1971754753124802,
2020-09-25,305.5592041015625,306.3492684548765,298.9689520233032,299.8426692481497,71069400,0.016166922098020953,0.01603762906517089,0.20347321545916708,
2020-09-28,310.6342468261719,311.3499623041306,308.7380305622462,309.73261722500985,64584600,0.016609032411677882,0.016472610913167523,0.20950211251205886,
2020-09-29,308.942626953125,311.17345533698654,308.24549131026066,310.4298553312067,51304000,-0.0054456966362549375,-0.0054605784948299485,0.20983998448166535,
2020-09-30,311.2850646972656,314.4454077165954,309.4167318340372,309.61192189889624,104081100,0.007582112469368019,0.007553512727948638,0.21098495797430117,
2020-10-01,313.28338623046875,314.8635429083092,311.396474067229,313.8875646180699,88698700,0.006419586931183385,0.00639906914665209,0.21146540107727466,
2020-10-02,310.3089599609375,313.25553191340913,307.84575345799766,308.31981468995633,89431100,-0.00949436325149744,-0.00953972204851499,0.2131071235471732,
2020-10-05,315.81170654296875,315.997592335317,312.32602881311146,312.372493169569,45713100,0.017733121798107154,0.017577724424682844,0.21916590576856668,
2020-10-06,311.3221435546875,318.0518447733549,310.81092215803676,315.9511338783172,90128900,-0.014215948602495532,-0.014317963176580734,0.22098198679808678,
2020-10-07,316.7412414550781,317.5499142029964,314.25942626677596,314.2873105557897,56999600,0.017406721663018043,0.01725696009103134,0.2268004664849047,
2020-10-08,319.5483703613281,319.61344315918404,317.76369072876383,318.6839290178844,45242500,0.008862530478678243,0.008823488758166458,0.2263741202305995,
2020-10-09,322.4020690917969,322.8668262828283,320.58022884558153,321.20298759630805,59528600,0.008930412404362986,0.008890772099551686,0.22781392014040058,
2020-10-12,327.5887145996094,329.0666389175514,324.4562559792047,324.9488974185187,80388500,0.01608750688983851,0.01595947427599676,0.23182626536523698,
2020-10-13,325.45074462890625,327.6258040067802,324.48404211656793,327.44919407568426,73255500,-0.006526384687324249,-0.006547774652755307,0.23241745151742307,
2020-10-14,323.4058532714844,327.1239098929824,322.67155751263357,326.02708999760546,57727900,-0.006283259114228001,-0.006303081864718191,0.23152707587357435,
2020-10-15,323.0061950683594,323.4895322562256,318.9442224201003,319.48332819246934,60357700,-0.0012357791273168717,-0.0012365433319996375,0.22731467477259895,
2020-10-16,322.81097412109375,326.0270851078282,322.63436416489975,324.3632468520364,89501900,-0.0006043876255200642,-0.0006045703413455035,0.20367148883086056,
2020-10-19,317.903076171875,324.7070967499058,317.001446502722,324.07503406977156,68425600,-0.015203627951563048,-0.0153203880662451,0.20723299942098988,
2020-10-20,319.17657470703125,322.42987424570373,318.48874331042714,319.2509233580746,60051900,0.004005933350791802,0.0039979309640192,0.19033028401654384,
2020-10-21,318.5724182128906,321.3051922836969,318.2656626356345,319.1301040505876,63575000,-0.0018928597585683438,-0.0018946534814691487,0.18216990377303208,
2020-10-22,320.31988525390625,320.9054837575771,316.6390168449337,318.78619244737797,55399300,0.005485305510183336,0.005470316011582941,0.17459662679423293,
2020-10-23,321.40740966796875,321.60259970171086,318.9442027823426,321.5468311206417,49143900,0.003395119891481224,0.0033893694838156322,0.17469115252854397,
2020-10-26,315.4677734375,318.80472532907606,311.96348746558857,318.01463274735374,91473000,-0.018480084938317765,-0.01865297503674474,0.18006986236567957,
2020-10-27,314.38031005859375,316.1463814562945,314.16651156962877,315.8117699429827,65994100,-0.003447145700673948,-0.00345310079674253,0.1797999594171114,
2020-10-28,303.6350402832031,314.4081039135388,303.142399008184,308.6915986065958,127094300,-0.03417920725820245,-0.0347769767396546,0.20513432130588538,
2020-10-29,306.7210693359375,309.8999916354377,302.1757318242684,303.8674542744102,90597700,0.010163613033120411,0.010112310835801759,0.20623296145386902,
2020-10-30,303.5235595703125,306.4515234799912,299.861271536879,305.14090511981635,120287300,-0.010424812917311899,-0.01047953190183053,0.2057457145396093,
2020-11-02,306.92559814453125,308.93332384063365,304.1742157069411,306.92559814453125,86068300,0.011208482725475699,0.011146133146508214,0.20574800778979416,
2020-11-03,312.3446350097656,314.40815753311387,307.00923292891446,310.1695753283749,93294200,0.017655864802396115,0.017501810684108686,0.20992961878540947,
2020-11-04,319.32525634765625,323.4151123876385,315.6536645993499,316.8341372001022,126959700,0.022349099537670503,0.022103018129573996,0.20643541722987607,
2020-11-05,325.5530700683594,327.36563424826636,324.27033583230514,324.62355579487365,82039700,0.01950304148170101,0.01931529433513317,0.2124620363212803,
2020-11-06,325.4786071777344,326.7334566798429,323.1455180928186,325.26480875791856,74973000,-0.00022872734884471502,-0.0002287535109341694,0.20873808991449144,
2020-11-09,329.56854248046875,338.6963784554097,329.10378539457383,338.3152742409933,172304200,0.012565911284304399,0.01248761544454772,0.20662964159353076,
2020-11-10,329.0851745605469,330.1448058667429,325.80399097551134,328.57392479394076,85552000,-0.0014666688643395487,-0.0014677454759355944,0.20569397727208596,
2020-11-11,331.5297546386719,332.3570073076039,330.03322242131264,331.278767716383,58649000,0.007428411448159089,0.007400956679548252,0.20565943851055085,
2020-11-12,328.313720703125,331.5763248019199,326.50118493331297,330.51666493968696,67546200,-0.009700589134305493,-0.009747946359939844,0.20806723298069144,
2020-11-13,332.8590393066406,333.60263931693396,329.70797256583705,330.2284982463468,62892200,0.013844436942145544,0.013749478155236661,0.2082031441991967,
